,name,ticker,price,volume,market_cap,circulating_supply,tvl
53,IOTA,MIOTA,1.33,48188653.0,3707011756,2779530283.277761,
54,Harmony,ONE,0.340166,593604193.0,3634412024,10686639690.7931,
55,Kusama,KSM,399.38,159725391.0,3589986119,8980098.074112339,
56,THORChain,RUNE,12.95,209915297.0,3405584828,263741792.91730168,
57,Bitcoin SV,BSV,171.56,162072133.0,3236972662,18879145.394239,
58,NEO,NEO,44.71,188025717.0,3151172553,70530000.0,
61,Waves,WAVES,28.37,155395351.0,2837009412,100000000.0,
62,TerraUSD,UST,1.01,69258089.0,2770274466,2752107581.87276,
63,Arweave,AR,53.46,44601330.0,2680479935,50108502.0,
64,Huobi BTC,HBTC,63459.0,1011332.0,2536098172,39884.082204742,
65,BitTorrent,BTT,0.00367582,473389709.0,2421548656,659071882049.0,
66,Celo,CELO,7.23,113327061.0,2365878561,326913145.0,
67,Stacks,STX,2.2,39747964.0,2314543217,1052561461.68777,
68,Amp,AMP,0.04751799,15711934.0,2279089368,48013928909.1577,
69,Maker,MKR,2462.24,83557876.0,2218334782,901310.9472893132,16771321906.0
70,Dash,DASH,207.27,435459349.0,2154271189,10395723.9635335,
71,Celsius Network,CEL,5.02,8409912.0,2124450835,423415980.3475,
72,Helium,HNT,21.34,8638382.0,2123621887,99330697.074574,
73,Sushi,SUSHI,10.7,163105446.0,2059417928,192789255.8554817,
74,Zcash,ZEC,173.36,431506847.0,2031974285,11721356.5764985,
75,OMG Network,OMG,14.38,679347942.0,2015079888,140245398.245133,
76,Compound,COMP,318.57,106284766.0,1947836829,6115472.605392252,11242785735.0
77,Magic Internet Money,MIM,1.01,31036983.0,1946200098,1933352207.24997,
78,Spell Token,SPELL,0.02624128,81071759.0,1869343779,71188199351.7372,
79,Enjin Coin,ENJ,1.9,111851593.0,1771468426,934340659.567558,
80,Chiliz,CHZ,0.328443,149349522.0,1751032707,5344064580.0,
81,Holo,HOT,0.00961688,144278616.0,1707981662,177619433541.141,
82,Synthetix Network Token,SNX,9.7,59353530.0,1707272261,176214646.14483345,
83,Theta Fuel,TFUEL,0.310853,26928412.0,1696249291,5463124960.0,
84,Curve DAO Token,CRV,4.31,947367866.0,1691959752,391958099.3931446,
85,Decred,DCR,124.57,11659682.0,1679648552,13436032.4102649,
86,Huobi Token,HT,9.99,80385709.0,1618092930,161829295.25441208,
87,NEM,XEM,0.174656,38028180.0,1571022547,8999999999.0,
88,SafeMoon,SAFEMOON,2.69e-06,9000181.0,1551087082,573432239815230.6,
89,NEXO,NEXO,2.73,9614976.0,1527236091,560000010.0064,
90,Zilliqa,ZIL,0.113721,141872946.0,1434868656,12664957122.5483,
91,ECOMI,OMI,0.00647841,8716261.0,1411454282,217682672400.142,
92,ICON,ICX,2.11,37891876.0,1411014855,671966199.788912,
93,Qtum,QTUM,13.25,150062723.0,1375758213,103842039.0,
94,KuCoin Token,KCS,17.53,38273033.0,1354186252,77325477.0,
95,XDC Network,XDC,0.106226,9051153.0,1302005780,12238141964.0,
96,Mina Protocol,MINA,4.74,83493306.0,1301292123,274539204.840039,
97,TrueUSD,TUSD,1.0,86193335.0,1281348242,1277546102.8013,
98,yearn.finance,YFI,34937.0,163552956.0,1247069724,35692.624968711796,4894021902.0
99,Ravencoin,RVN,0.121328,50537537.0,1206354968,9943395000.0,
100,Bitcoin Gold,BTG,68.93,9574867.0,1204850371,17513924.0,
101,Telcoin,TEL,0.02061463,30992460.0,1176248530,57289406904.06,
102,IOST,IOST,0.051118,83025459.0,1165931235,22825691497.8221,
103,REN,REN,1.12,57216829.0,1120410115,1000000000.0,
105,dYdX,DYDX,19.35,278073382.0,1101993176,56944460.35103303,1040844707.0
106,renBTC,RENBTC,63064.0,7440210.0,1093345164,17334.87812373,
107,Secret,SCRT,7.12,28053051.0,1060562106,149109567.0,
108,Decentraland,MANA,0.797843,36568776.0,1058089781,1327372145.9864838,
109,Horizen,ZEN,89.71,36969543.0,1046568508,11666237.5,
110,Basic Attention Token,BAT,0.697889,64842337.0,1040631014,1491828426.4473505,
111,Serum,SRM,7.8,143978263.0,1037165094,133231781.36,
112,Kadena,KDA,6.55,62236503.0,1013187083,153900166.08506,
113,Klima DAO,KLIMA,3263.68,37221168.0,1007780083,0.0,
114,Bancor Network Token,BNT,4.29,52351045.0,1004926929,234034204.584838,
115,Osmosis,OSMO,4.79,12871343.0,982231777,205205156.0,
116,Audius,AUDIO,2.35,37154839.0,963471026,411910943.0,
117,Pax Dollar,USDP,1.0,3547615.0,961910783,957751202.16,
118,Siacoin,SC,0.01899066,34245021.0,934223732,49158015000.0,
119,Perpetual Protocol,PERP,16.52,25711308.0,920508449,55753159.39886427,
121,GateToken,GT,5.52,4014068.0,887739274,160827076.23783833,
122,Moonriver,MOVR,408.74,27630364.0,868875711,2124657.0,
123,LINK,LN,144.54,5011430.0,863850419,5975888.372369,
124,Rally,RLY,0.58361,6237753.0,854549030,0.0,
125,0x,ZRX,1.01,80405099.0,851895605,845341601.7989432,
127,Ontology,ONT,0.971639,88928255.0,849245969,875249524.0,
128,Celer Network,CELR,0.144664,171895289.0,814820985,5645454935.82688,
129,Convex Finance,CVX,24.42,51470466.0,799363880,32722035.211364236,8350369656.0
130,Raydium,RAY,10.71,132822539.0,794015259,74130128.079472,
131,Wonderland,TIME,7846.55,54156792.0,778316780,99528.628,
132,cUSDT,CUSDT,0.02157989,4451629.0,772978981,35851656463.5051,
133,Ankr,ANKR,0.094347,42430847.0,768966603,8162899377.791667,
134,Coin98,C98,4.12,80571541.0,761552525,185000000.0,
135,Mdex,MDX,1.16,23312847.0,754043339,650681553.22546,
137,1inch,1INCH,4.06,135719868.0,733308759,180706006.22840282,
138,DigiByte,DGB,0.04959613,23850820.0,733254226,14785180709.0882,
139,Nano,NANO,5.49,18440317.0,732502718,133248290.0,
140,SKALE,SKL,0.340716,26205880.0,718635874,2114148528.0,
141,The Sandbox,SAND,0.796054,66804214.0,710249523,892246119.2233225,
142,NuCypher,NU,1.11,48367502.0,673321375,605298835.1362835,
143,SwissBorg,CHSB,0.672892,1759224.0,640292654,951754603.4742761,
144,WOO Network,WOO,1.21,22244682.0,639700418,529245447.211829,
145,Gala,GALA,0.084579,38590096.0,637843489,7542496572.319239,
146,IoTeX,IOTX,0.066685,29516711.0,633117331,9493791822.48387,
147,Livepeer,LPT,25.95,37209056.0,629655613,24333603.7742546,
148,Synapse,SYN,3.89,14869079.0,623379768,160226615.592216,
149,Polymath,POLY,0.71064,23428071.0,620273767,872976322.4130921,
150,WazirX,WRX,1.35,10606168.0,610305552,452623998.011867,
151,Liquity USD,LUSD,0.99713,22810389.0,600843691,602521676.149105,
152,Nervos Network,CKB,0.02104178,36841029.0,594580949,28336098842.7292,
154,Dent,DENT,0.00596552,32568488.0,570819981,95654960452.73587,
156,Yield Guild Games,YGG,6.46,37672274.0,566537104,87906250.0,
157,Neutrino USD,USDN,0.985456,12630771.0,565643606,573994782.359322,
158,Function X,FX,1.36,6840026.0,561240418,419008734.943865,
159,Lisk,LSK,3.87,17399498.0,558325594,144818773.0,
160,Constellation,DAG,0.223134,4735248.0,545229195,2465079124.92711,
161,Convex CRV,CVXCRV,4.19,2791190.0,543672176,129876764.857063,
162,Illuvium,ILV,857.24,28016814.0,543374475,634776.0582260819,
163,WAX,WAXP,0.313123,55968518.0,542472233,1757525488.16372,
164,Golem,GLM,0.542447,1222330.0,542140464,1000000000.0,
165,Loopring,LRC,0.424126,22007553.0,528488565,1245991468.94246,128496133.0
166,Kava,KAVA,5.76,69416014.0,527390063,91443180.0,
167,Reserve Rights Token,RSR,0.0400186,42874316.0,526181425,13157803943.32,
168,Injective Protocol,INJ,12.02,24083349.0,523905614,43655554.33,
169,Fetch.ai,FET,0.750124,49218636.0,516172504,688117804.9994855,
170,Fei Protocol,FEI,1.0,15070761.0,506811135,505662542.56423295,102118229.0
171,Frax,FRAX,1.02,27617288.0,506431398,496324682.907881,
173,WINkLink,WIN,0.00063201,108704151.0,483959641,766149999999.0,
174,Alpha Finance,ALPHA,1.05,8127528.0,468971372,446330126.0,
175,Verasity,VRA,0.071662,116570915.0,467936201,6542847233.0,
176,PLEX,PLEX,2.2,27911326.0,467289580,212294861.099857,
177,LUKSO Token,LYXE,30.91,4390136.0,460740772,15045915.708856644,
179,COTI,COTI,0.522118,85141924.0,453665572,868672118.03,
180,Swipe,SXP,2.28,71080409.0,437367702,192168788.739135,
181,Persistence,XPRT,8.15,2096265.0,437364869,53719282.310999,
182,Metahero,HERO,0.091278,16011971.0,428563060,4695127669.231919,
183,Anchor Protocol,ANC,3.23,4927749.0,425572800,131993781.030552,
184,Keep Network,KEEP,0.787751,28096040.0,424273486,549716300.2685891,182262632.0
185,DigitalBits,XDB,0.551144,2618907.0,420102331,762155983.4420308,
186,Bonfida,FIDA,8.53,4381930.0,418778032,49086802.597766,
187,Bitcoin Diamond,BCD,2.22,2627533.0,417453028,188156897.953024,
188,Reef Finance,REEF,0.02988682,39499275.0,412999414,13817493953.0,
189,Tribe,TRIBE,0.905201,7714512.0,411986107,455015530.80485964,
190,Energy Web Token,EWT,10.24,3682625.0,407638253,39746435.7891686,
191,Rari Governance Token,RGT,35.77,3000983.0,402983799,11255097.664288875,
192,BakerySwap,BAKE,2.09,24817214.0,401818168,192465675.861947,
193,VeThor Token,VTHO,0.00970647,18595392.0,401444551,41481326060.0,
194,Radio Caca,RACA,0.00220214,9695051.0,400703723,181850767347.6816,
195,Medibloc,MED,0.074261,7394625.0,399439875,5382401140.0,
196,Pundi X,PUNDIX,1.52,9171642.0,394203245,258477515.099924,
197,AscendEx Token,ASD,0.529314,1558473.0,392630221,742983477.862,
198,Ocean Protocol,OCEAN,0.902741,22401269.0,391809751,434026836.76781356,
199,Verge,XVG,0.02355202,17888101.0,388185586,16482945890.8433,
200,Cartesi,CTSI,0.803608,274649238.0,386860870,482562937.90035,
202,Ergo,ERG,8.56,3993046.0,385266095,45111762.0,
203,Pirate Chain,ARRR,2.05,1031574.0,384747472,187726234.4415,
204,OriginTrail,TRAC,1.04,4872639.0,382195510,362782630.25108075,
205,Popsicle Finance,ICE,33.09,9652160.0,381674153,11509871.1256575,
206,XYO Network,XYO,0.03199796,10283974.0,381038827,11911840845.55439,
207,Trust Wallet Token,TWT,1.09,17139983.0,378774178,346951186.0,
208,Band Protocol,BAND,9.01,30686814.0,374425458,41591943.0,
209,Unibright,UBT,2.44,1611602.0,365267919,150000000.0,
210,Tokamak Network,TON,9.13,86370677.0,359863967,39392713.57922307,
211,UFO Gaming,UFO,1.382e-05,4626605.0,355872692,25757575757575.0,
212,Tokemak,TOKE,62.9,9905566.0,355779204,5656004.17,
213,Vectorspace AI,VXV,9.35,1272318.0,355194865,37971940.01,
214,Status,SNT,0.090944,6811811.0,352667602,3880483788.3096976,
215,Orbs,ORBS,0.123574,4707058.0,352526321,2852329844.784467,
217,Sapphire,SAPP,0.500239,1606323.0,349002045,700036534.015132,
218,SingularityNET,AGIX,0.357522,4584022.0,345555069,972436993.6696821,
219,Conflux,CFX,0.337482,11231483.0,342485574,1016175244.0688,
220,Venus,XVS,30.12,30764212.0,341995626,11373292.718487088,
221,Electroneum,ETN,0.01878493,1083932.0,337040426,17905123444.14,
222,JOE,JOE,3.14,18777039.0,336937736,107382838.778156,
223,Frax Share,FXS,9.4,59927144.0,335124871,35648060.35176793,
224,Proton,XPR,0.04025631,26125023.0,333253284,8277000343.0828,
225,Alchemix,ALCX,421.45,9244942.0,328366932,778907.3238337944,746563511.0
226,Ardor,ARDR,0.325035,14001107.0,324611487,998999495.0,
227,Velas,VLX,0.146322,8017245.0,323958282,2214457123.35188,
228,PAX Gold,PAXG,1814.58,3660979.0,323923423,178473.279,
229,EDEN,EDEN,3.73,25955891.0,323506427,86682146.046957,
230,BTC Standard Hashrate Token,BTCST,44.1,30926584.0,321397155,7287599.711,
231,Civic,CVC,0.479242,10460524.0,320541118,670000000.0,
232,Mask Network,MASK,9.53,19903911.0,317391780,33334720.0,
233,Prometeus,PROM,19.23,27046435.0,315063032,16449996.0,
234,Chia,XCH,151.67,12974120.0,314402301,2075802.27934005,
236,iExec RLC,RLC,4.29,17684228.0,305124094,71332547.07841186,
237,Baby Doge Coin,BABYDOGE,1.674e-09,6802853.0,301742096,1.80338432377785e+17,
239,Mirror Protocol,MIR,3.01,28586692.0,296609311,0.0,
240,HUSD,HUSD,1.0,204810896.0,296230707,295154840.957294,
242,Hive,HIVE,0.819156,10264217.0,295711552,361018518.874,
243,StormX,STMX,0.03167107,14821061.0,294142119,9293310496.239725,
244,Akash Network,AKT,2.58,4035300.0,293842036,113942470.345239,
245,Dogelon Mars,ELON,5.35182e-07,29672970.0,293268098,548063029921258.9,
246,Bounce,AUCTION,40.75,51182363.0,292968630,7180952.07481983,
248,NKN,NKN,0.436725,11487305.0,283945099,650000000.0,
249,Badger DAO,BADGER,28.67,23387891.0,283706905,9906797.55878584,748577025.0
250,SuperRare,RARE,1.98,12461066.0,282903633,142681367.0,
251,TrueFi,TRU,0.571539,19151726.0,282362315,494048597.121429,982134943.0
252,Bifrost,BFC,0.286899,24958683.0,282340956,985039419.4312623,
253,Ampleforth,AMPL,2.0,4634753.0,281557415,141167821.068857,
254,Oasis Network,ROSE,0.186172,39048936.0,279235978,1500000000.0,
255,aelf,ELF,0.590384,9704536.0,274251839,461329999.0,
256,Telos,TLOS,1.1,2747806.0,268499310,242999672.1199,
257,Casper Network,CSPR,0.112099,14290278.0,268402397,2404838538.0,
258,Ark,ARK,1.66,3677428.0,266851940,160808386.0,
259,Orchid Protocol,OXT,0.449466,21956264.0,265862127,591544728.9516798,
260,TON Crystal,TON,0.407341,1892407.0,264479963,650261882.0,
262,Mango Markets,MNGO,0.258121,3231269.0,260936734,1006432000.0,
263,Thorstarter,XRUNE,0.434777,2081201.0,258056223,593536447.5536451,
264,Orion Protocol,ORN,8.13,6213358.0,255877406,31495000.0,
265,Numeraire,NMR,43.25,5516474.0,252647800,5846091.04478755,
266,Alchemix USD,ALUSD,1.01,1101127.0,251604882,250327744.267543,
268,Radicle,RAD,11.75,26741477.0,248539202,21148329.601867627,
269,MaidSafeCoin,MAID,0.542096,1692037.0,245033356,452552412.0,
270,SuperFarm,SUPER,0.841297,15489142.0,241743224,287331878.416917,
271,Balancer,BAL,22.32,19168633.0,240794258,10799858.375589402,2062013173.0
272,Syscoin,SYS,0.387192,8135158.0,240360649,621220640.753501,
273,Alien Worlds,TLM,0.193204,31187607.0,239647892,1240473079.0,
275,Ellipsis,EPS,0.536576,20641743.0,237120083,441700076.69520307,
276,FEG Token,FEG,5.716e-09,1777646.0,235831447,4.133743865491565e+16,
277,Adventure Gold,AGLD,3.06,35937875.0,235281569,76850001.0,
278,AllianceBlock,ALBT,0.75907,2400197.0,235231594,310636533.33,
279,Unizen,ZCX,5.4,3268618.0,235127099,43741149.01,
280,Polkastarter,POLS,2.87,27820819.0,233119783,81301332.0,
282,Steem,STEEM,0.585296,2203354.0,228965730,391522404.6,
283,API3,API3,5.82,13356432.0,224257940,38541408.7839354,
284,Dopex,DPX,1537.51,1365764.0,224209918,146156.230854186,
285,FUNToken,FUN,0.02108827,24341829.0,223602356,10598879189.265394,
286,TomoChain,TOMO,2.55,4753577.0,221056336,86565375.0,
287,Shiden Network,SDN,3.85,2630225.0,217747185,56356709.2353458,
288,FLEX Coin,FLEX,2.76,192797438.0,216997162,78735764.894,
289,Lido Staked SOL,STSOL,214.19,1794406.0,216644860,1011466.2989,
290,THORChain (ERC20),RUNE,13.29,3935049.0,215240731,16193052.876171049,
291,cUNI,CUNI,0.534106,19942779.0,215236068,402916077.620021,
292,RSK Infrastructure Framework,RIF,0.273606,1785793.0,215057637,785993340.910237,
293,Anyswap,ANY,12.46,8752341.0,214708971,17252277.0,
294,Hathor,HTR,0.983223,7831679.0,214491820,218150584.0,
295,Metal,MTL,3.39,16386403.0,214052420,64633864.147,
296,Samoyedcoin,SAMO,0.067976,29870314.0,213235311,3128946647.0,
297,Wrapped Centrifuge,WCFG,1.93,4507138.0,211201120,109080617.0,
298,My Neighbor Alice,ALICE,12.14,52263396.0,211106060,17400000.0,
299,Stratis,STRAX,2.11,1702305.0,210591534,0.0,
301,YooShi,YOOSHI,5.62519e-07,2674538.0,205847266,365885015347359.8,
302,Enzyme,MLN,141.54,14351165.0,205633238,1453963.5545523514,
303,QuarkChain,QKC,0.03120654,41947339.0,204904375,6567402311.0,
304,Alchemy Pay,ACH,0.060424,14577417.0,204643248,3387025441.415172,
307,Uquid Coin,UQC,20.19,6331407.0,202102819,10000000.0,
308,STP Network,STPT,0.153991,27594178.0,201656379,1318893221.02707,
309,Chromia,CHR,0.35499,22751593.0,201430999,567369439.326204,
310,Dero,DERO,18.4,1263347.0,201316442,10949915.0,
311,Klever,KLV,0.03628239,1542108.0,198753053,5480126048.42866,
313,PlayDapp,PLA,0.804011,1180789.0,194006990,241594277.0,
314,Star Atlas,ATLAS,0.089813,16980363.0,193993136,2160000000.0,
315,ETH 2x Flexible Leverage Index,ETH2X-FLI,211.83,6084708.0,193307404,912543.085827933,
316,Syntropy,NOIA,0.403088,2832767.0,192714644,479487714.28612816,
317,SafePal,SFP,1.77,17394144.0,191786187,108166667.0,
318,Everipedia,IQ,0.01905276,7185176.0,191679711,10021453884.929,
319,KeeperDAO,ROOK,275.2,4722941.0,189094404,684611.602821068,378938797.0
320,Vulcan Forged,PYR,9.99,3669187.0,188890086,18977700.0,
321,Storj,STORJ,1.31,21731505.0,188492320,143787438.7,
322,Metadium,META,0.113817,8779346.0,187813791,1637752385.0,
323,Wilder World,WILD,2.51,9791163.0,184003657,73583300.17,
324,Lido DAO,LDO,3.29,8485715.0,183104442,56077683.58094353,
325,Wanchain,WAN,0.944314,8864526.0,182309852,193030012.561224,
326,Ultra,UOS,0.684953,2196447.0,181769972,265921082.4419,
327,Automata,ATA,1.05,10802220.0,181543365,172252000.0,
328,Utrust,UTK,0.40521,5790250.0,181456313,450000000.0,
329,Strong,STRONG,1080.07,21222111.0,179568580,166843.32934373585,
331,Request,REQ,0.227304,6319832.0,175425755,771800862.006,
332,Sentinel,DVPN,0.03288604,3927329.0,175341796,5330619230.70621,
333,Aragon,ANT,4.61,10032123.0,174958487,38000512.22167423,
336,Sun Token,SUN,0.03439712,174846126.0,170857705,4972136000.0,
337,Kyber Network Crystal,KNC,1.64,4086489.0,168379971,102522603.24294408,
340,Kin,KIN,0.00010098,3854263.0,166183871,1645829811409.34,
343,MX Token,MX,1.65,2831159.0,164650471,99999999.9997,
345,Fodl Finance,FODL,0.784009,18071667.0,161305381,205802568.0,
346,StarLink,STARL,1.618e-05,16150982.0,161293817,9979172029858.488,
347,KardiaChain,KAI,0.054912,2769046.0,160827089,2929800000.0,
349,Travala.com,AVA,3.0,3888775.0,159779067,53163082.0,
351,Newscrypto Coin,NWC,1.02,8405061.0,157139765,154041400.631764,
352,Linear,LINA,0.051717,12709613.0,156474453,3025643213.28895,
354,Power Ledger,POWR,0.360383,1541577.0,154930663,429712891.919905,
356,Karura,KAR,8.42,5310088.0,154206150,18314791.0,
357,Clover Finance,CLV,1.2,9638006.0,154127278,128777777.78,
358,Tokocrypto,TKO,2.05,23432220.0,154016270,75000000.0,
361,USDX,USDX,0.991684,1430297.0,151587042,153052595.0,
362,Kyber Network Crystal Legacy,KNCL,1.64,22269890.0,151356880,92354331.8199159,
363,Star Atlas DAO,POLIS,7.0,7519554.0,151324008,21600000.0,
365,Covalent,CQT,1.2,6302796.0,150624857,125157794.94996284,
366,Etherrock #72,PEBBLE,0.00207121,1170620.0,148779011,72000046621.0,
368,Hydra,HYDRA,18.78,1367672.0,147356610,7850044.59659932,
369,Mobox,MBOX,4.2,34892052.0,145702309,34713981.86572879,
370,DAO Maker,DAO,2.81,3003836.0,145438521,51667200.0,
371,Spookyswap,BOO,25.74,7062329.0,145285442,5644580.0,
372,Cratos,CRTS,0.00210464,4082207.0,145220446,69000000000.0,
373,ARPA Chain,ARPA,0.146841,106171990.0,144156135,982174603.2857143,
374,Quickswap,QUICK,399.34,9872938.0,144056969,361000.0,
375,Smooth Love Potion,SLP,0.067088,122656106.0,143683171,2145135756.0,
378,Dvision Network,DVI,0.591748,5481815.0,142122300,242896290.0,
379,Aurory,AURY,14.86,15962536.0,141210249,9500000.0,
380,Gitcoin,GTC,9.92,15536445.0,141038544,14211563.83036192,
383,Phala Network,PHA,0.764624,14965291.0,139074728,181834380.329,
386,Alpaca Finance,ALPACA,0.884106,7311184.0,137338148,154969626.831266,
387,Render Token,RNDR,0.885022,2363377.0,136398743,154278922.01806068,
388,Komodo,KMD,1.06,2822330.0,136188600,128330523.19673,
389,Ampleforth Governance Token,FORTH,15.53,10864136.0,134425860,8659066.630398465,
390,district0x,DNT,0.17856,6779258.0,133922120,751221716.3251766,
391,Wrapped NXM,WNXM,59.8,1550655.0,133451783,2233436.62996369,
392,Litentry,LIT,4.8,28125809.0,133219482,27732686.0,
393,Qredo,QRDO,4.01,14912287.0,132892640,33159821.058967,
394,Orca,ORCA,13.22,18121452.0,131126699,9917110.09979,
395,BitShares,BTS,0.04839051,7936924.0,131101642,2710195991.53075,
397,Tranchess,CHESS,3.44,64530648.0,130567476,37920501.8314949,
398,e-Radix,EXRD,0.11726,1122180.0,130267962,1113467208.621509,
399,Gas,GAS,9.28,40318617.0,128946219,13935116.23912223,
400,Propy,PRO,2.26,3077441.0,128647375,57896591.39105386,
401,IRISnet,IRIS,0.114097,7517761.0,128025013,1123690778.18449,
403,ApeSwap Finance,BANANA,1.83,3702413.0,127171014,69544747.45009576,
404,SpiritSwap,SPIRIT,0.531844,14027672.0,126802072,238556336.313192,
405,Handshake,HNS,0.292134,1633957.0,126342670,433250372.325102,
406,Hifi Finance,MFT,0.01346317,6569641.0,126333203,9386552598.643353,
407,Luffy Inu,LUFFY,2.727e-09,6364858.0,126252333,4.629427372523518e+16,
408,Gemini Dollar,GUSD,1.0,9221741.0,125702926,125556560.13,
409,Ethernity Chain,ERN,11.05,7693802.0,124795651,11310511.889861176,
411,BSCPAD,BSCPAD,1.56,3295711.0,123682267,79111621.07910761,
412,Flux,FLUX,0.574818,11624722.0,123213360,217535217.249574,
413,Decentral Games,DG,348.39,1264073.0,122669904,352238.7493102827,
416,OccamFi,OCC,8.17,1770806.0,120931838,14787844.320956191,
418,Firo,FIRO,9.75,13626859.0,120665335,12449292.232842,
420,Cream,CREAM,156.11,1324748.0,119653534,766534.9535239147,
421,Zipmex Token,ZMT,1.83,9236123.0,119464051,65293505.14,
422,Vai,VAI,0.903734,1524189.0,119392733,132110526.008439,
423,PARSIQ,PRQ,0.921237,10409989.0,118951631,128633482.50367,
424,Marinade staked SOL,MSOL,215.11,85402131.0,118863442,7140303.96272272,
425,Solanium,SLIM,2.38,2284810.0,118836851,50000000.0,
426,Presearch,PRE,0.298871,2165923.0,117798227,396578435.0,
427,JUST,JST,0.08211,453016388.0,117609599,1433850000.0,
428,XSGD,XSGD,0.750889,1254475.0,117551298,157112266.78917,
430,CertiK,CTK,2.04,15843741.0,116456292,56992885.253474,
432,Sora,XOR,282.54,1630232.0,114448028,405564.011945224,
435,Bella Protocol,BEL,2.37,7074324.0,113603937,48000000.0,
436,Tellor,TRB,55.78,14526783.0,113344396,2032827.28324846,
437,Aavegotchi,GHST,1.9,28185996.0,112158498,58957864.486472,
439,bZx Protocol,BZRX,0.344482,15968462.0,111273101,322973700.16414785,
440,Pylon Protocol,MINE,0.142918,5104280.0,110884231,775060019.591545,
441,SUKU,SUKU,0.928132,2443505.0,110664249,119149903.0,
443,MXC,MXC,0.04524155,11976048.0,110111594,2437203515.4925466,
444,SOLVE,SOLVE,0.249257,12531406.0,109965207,441000000.0,
445,Boson Protocol,BOSON,1.98,12618587.0,109861030,55725948.18,
446,RAMP,RAMP,0.293103,3099438.0,109531614,373654952.0,
